2022-05-26 22:27:07.023142:  create_database()::Created database Successfully
2022-05-26 22:27:07.055183:  create_database()::Created table Successfully
2022-05-26 22:27:07.580732:  insertIntoDB()::Insert values in database
2022-05-26 22:27:07.580732:  establish_connection()::Establishing connection
2022-05-26 22:27:08.032864:  insertIntoDB()::Inserted values in database Successfully
2022-05-26 22:27:10.164434:  select_and_create_input()::csv creation started
2022-05-26 22:27:10.164434:  establish_connection()::Establishing connection
2022-05-26 22:27:10.220251:  select_and_create_input()::Created Final input file Successfully
2022-05-26 22:29:32.024042:  create_database()::Create table
2022-05-26 22:29:32.024042:  establish_connection()::Establishing connection
2022-05-26 22:29:32.055824:  create_database()::Create database
2022-05-26 22:29:32.055824:  establish_connection()::Establishing connection
2022-05-26 22:29:32.080187:  create_database()::Created database Successfully
2022-05-26 22:29:32.136222:  create_database()::Created table Successfully
2022-05-26 22:29:33.024656:  insertIntoDB()::Insert values in database
2022-05-26 22:29:33.024656:  establish_connection()::Establishing connection
2022-05-26 22:29:33.426075:  insertIntoDB()::Inserted values in database Successfully
2022-05-26 22:29:34.650413:  select_and_create_input()::csv creation started
2022-05-26 22:29:34.650413:  establish_connection()::Establishing connection
2022-05-26 22:29:34.690882:  select_and_create_input()::Created Final input file Successfully
2022-05-27 10:55:37.699717:  create_database()::Create table
2022-05-27 10:55:37.699717:  establish_connection()::Establishing connection
2022-05-27 10:55:37.790755:  create_database()::Create database
2022-05-27 10:55:37.791754:  establish_connection()::Establishing connection
2022-05-27 10:55:37.825995:  create_database()::Created database Successfully
2022-05-27 10:55:37.847804:  create_database()::Created table Successfully
2022-05-27 10:55:37.848819:  insertIntoDB()::Insert values in database
2022-05-27 10:55:37.849812:  establish_connection()::Establishing connection
2022-05-27 10:55:38.043804:  insertIntoDB()::Inserted values in database Successfully
2022-05-27 10:55:41.346023:  select_and_create_input()::csv creation started
2022-05-27 10:55:41.346798:  establish_connection()::Establishing connection
2022-05-27 10:55:41.380410:  select_and_create_input()::Created Final input file Successfully
